Image;Collection;Production;Date;Occasion;Leaflet Language
Scan 2024-02-14 1232-2.jpeg;1946-1947;De Vogelhandelaar;15/05/1947;;ned
Scan 2024-02-14 1232-3.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-4.jpeg;1946-1947;Het Lied van Heer Halewijn + Eertijds;17/05/1947;;ned
Scan 2024-02-14 1232-5.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-6.jpeg;1946-1947;Tannhauser;18/05/1947;;ned
Scan 2024-02-14 1232-7.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-8.jpeg;1946-1947;Boheme;18/05/1947;;ned
Scan 2024-02-14 1232-9.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-10.jpeg;1946-1947;Zwarte Viooltjes;20/05/1947;;ned
Scan 2024-02-14 1232-11.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-12.jpeg;1946-1947;Het Lied van Heer Halewijn + Eertijds;22/05/1947;;ned
Scan 2024-02-14 1232-13.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-14.jpeg;1946-1947;De Parelvisschers;24/05/1947;;ned
Scan 2024-02-14 1232-15.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-16.jpeg;1946-1947;De Vogelhandelaar;25/05/1947;;ned
Scan 2024-02-14 1232-17.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-18.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-19.jpeg;1946-1947;De Regimentsdochter + Ballet Suite;26/05/1947;;ned
Scan 2024-02-14 1232-20.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-21.jpeg;1946-1947;Fanny Elssler;27/05/1947;;ned
Scan 2024-02-14 1232-22.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-23.jpeg;1946-1947;De Parelvisschers;29/05/1947;;ned
Scan 2024-02-14 1232-24.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-25.jpeg;1946-1947;Fanny Elssler;31/05/1947;;ned
Scan 2024-02-14 1232-26.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-27.jpeg;1946-1947;Het Lied van Heer Halewijn + Eertijds;01/06/1947;;ned
Scan 2024-02-14 1232-28.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-29.jpeg;1946-1947;De Parelvisschers;01/06/1947;;ned
Scan 2024-02-14 1232-30.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-31.jpeg;1946-1947;Tosca + Ballet Suite;03/06/1947;;ned
Scan 2024-02-14 1232-32.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-33.jpeg;1946-1947;De Tooverfluit;05/06/1947;;ned
Scan 2024-02-14 1232-34.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-35.jpeg;1946-1947;Cavalleria Rusticana + Paljas;07/06/1947;;ned
Scan 2024-02-14 1232-36.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-37.jpeg;1946-1947;Boheme;08/06/1947;;ned
Scan 2024-02-14 1232-38.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-39.jpeg;1946-1947;Fanny Elssler;08/06/1947;;ned
Scan 2024-02-14 1232-40.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-41.jpeg;1946-1947;Tannhauser;10/06/1947;;ned
Scan 2024-02-14 1232-42.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-43.jpeg;1946-1947;Zwarte Viooltjes;12/06/1947;;ned
Scan 2024-02-14 1232-44.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-45.jpeg;1946-1947;Tsaar en Timmerman;14/06/1947;;ned
Scan 2024-02-14 1232-46.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-47.jpeg;1946-1947;Cavalleria Rusticana + Paljas;15/06/1947;;ned
Scan 2024-02-14 1232-48.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-49.jpeg;1946-1947;Het Lied van Heer Halewijn + Eertijds;15/06/1947;;ned
Scan 2024-02-14 1232-50.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-51.jpeg;1946-1947;Zwarte Viooltjes;17/06/1947;;ned
Scan 2024-02-14 1232-52.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-53.jpeg;1946-1947;Cavalleria Rusticana + Paljas;19/06/1947;;ned
Scan 2024-02-14 1232-54.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-55.jpeg;1946-1947;De Verkochte Bruid;21/06/1947;;ned
Scan 2024-02-14 1232-56.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-57.jpeg;1946-1947;Madame Butterfly;22/06/1947;;ned
Scan 2024-02-14 1232-58.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-59.jpeg;1946-1947;Cavalleria Rusticana + Paljas;22/06/1947;;ned
Scan 2024-02-14 1232-60.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-61.jpeg;1946-1947;De Verkochte Bruid;24/06/1947;;ned
Scan 2024-02-14 1232-62.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-63.jpeg;1946-1947;Tsaar en Timmerman;26/06/1947;;ned
Scan 2024-02-14 1232-64.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-65.jpeg;1946-1947;De Zigeunerbaron;28/06/1947;;ned
Scan 2024-02-14 1232-66.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-67.jpeg;1946-1947;De Verkochte Bruid;29/06/1947;;ned
Scan 2024-02-14 1232-68.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-69.jpeg;1946-1947;Tsaar en Timmerman;29/06/1947;;ned
Scan 2024-02-14 1232-70.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-71.jpeg;1946-1947;Cavalleria Rusticana + Paljas;01/07/1947;;ned
Scan 2024-02-14 1232-72.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-73.jpeg;1946-1947;De Zigeunerbaron;03/07/1947;;ned
Scan 2024-02-14 1232-74.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-75.jpeg;1946-1947;Boheme;05/07/1947;;ned
Scan 2024-02-14 1232-76.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-77.jpeg;1946-1947;Fanny Elssler;06/07/1947;;ned
Scan 2024-02-14 1232-78.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-79.jpeg;1946-1947;Manon;06/07/1947;;ned
Scan 2024-02-14 1232-80.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-81.jpeg;1946-1947;De Zigeunerbaron;08/07/1947;;ned
Scan 2024-02-14 1232-82.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-83.jpeg;1946-1947;Fanny Elssler;10/07/1947;;ned
Scan 2024-02-14 1232-84.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-85.jpeg;1946-1947;Manon;12/07/1947;;ned
Scan 2024-02-14 1232-86.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-87.jpeg;1946-1947;De Zigeunerbaron;13/07/1947;;ned
Scan 2024-02-14 1232-88.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-89.jpeg;1946-1947;Faust;13/07/1947;;ned
Scan 2024-02-14 1232-90.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-91.jpeg;1946-1947;Manon;15/07/1947;;ned
Scan 2024-02-14 1232-92.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-93.jpeg;1946-1947;De Vogelhandelaar;17/07/1947;;ned
Scan 2024-02-14 1232-94.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-95.jpeg;1946-1947;De Regimentsdochter + Eertijds;19/07/1947;;ned
Scan 2024-02-14 1232-96.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-97.jpeg;1946-1947;Cavalleria Rusticana + Paljas;20/07/1947;;ned
Scan 2024-02-14 1232-98.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-99.jpeg;1946-1947;De Zigeunerbaron;20/07/1947;;ned
Scan 2024-02-14 1232-100.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-101.jpeg;1946-1947;Boheme;22/07/1947;;ned
Scan 2024-02-14 1232-102.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-103.jpeg;1946-1947;Manon;24/07/1947;;ned
Scan 2024-02-14 1232-104.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-105.jpeg;1946-1947;Traviata;26/07/1947;;ned
Scan 2024-02-14 1232-106.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-107.jpeg;1946-1947;Manon;27/07/1947;;ned
Scan 2024-02-14 1232-108.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-109.jpeg;1946-1947;De Vogelhandelaar;27/07/1947;;ned
Scan 2024-02-14 1232-110.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-111.jpeg;1946-1947;De Zigeunerbaron;29/07/1947;;ned
Scan 2024-02-14 1232-112.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1232-113.jpeg;1946-1947;Parsifal;31/07/1947;;ned
Scan 2024-02-14 1232-114.jpeg;1946-1947;;;;ned
Scan 2024-02-14 1408-1.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-2.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-3.jpeg;1947-1948;De Meesterzangers van Neurenberg;27/09/1947;openingsvoorstelling;ned
Scan 2024-02-14 1408-4.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-5.jpeg;1947-1948;Faust;28/09/1947;;ned
Scan 2024-02-14 1408-6.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-7.jpeg;1947-1948;De Verkochte Bruid;28/09/1947;;ned
Scan 2024-02-14 1408-8.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-9.jpeg;1947-1948;De Zigeunerbaron;30/09/1947;;ned
Scan 2024-02-14 1408-10.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-11.jpeg;1947-1948;Cavalleria Rusticana + Paljas;02/10/1947;;ned
Scan 2024-02-14 1408-12.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-13.jpeg;1947-1948;De Verkochte Bruid;04/10/1947;;ned
Scan 2024-02-14 1408-14.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-15.jpeg;1947-1948;Traviata;05/10/1947;;ned
Scan 2024-02-14 1408-16.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-17.jpeg;1947-1948;De Meesterzangers van Neurenberg;05/10/1947;;ned
Scan 2024-02-14 1408-18.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-19.jpeg;1947-1948;Faust;07/10/1947;;ned
Scan 2024-02-14 1408-20.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-21.jpeg;1947-1948;De Zigeunerbaron;09/10/1947;;ned
Scan 2024-02-14 1408-22.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-23.jpeg;1947-1948;Cavalleria Rusticana + Paljas;11/10/1947;;ned
Scan 2024-02-14 1408-24.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-25.jpeg;1947-1948;Carmen;12/10/1947;;ned
Scan 2024-02-14 1408-26.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-27.jpeg;1947-1948;Faust;12/10/1947;;ned
Scan 2024-02-14 1408-28.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-29.jpeg;1947-1948;De Verkochte Bruid;14/10/1947;;ned
Scan 2024-02-14 1408-30.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-31.jpeg;1947-1948;De Meesterzangers van Neurenberg;16/10/1947;;ned
Scan 2024-02-14 1408-32.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-33.jpeg;1947-1948;Carmen;18/10/1947;;ned
Scan 2024-02-14 1408-34.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-35.jpeg;1947-1948;De Zigeunerbaron;19/10/1947;;ned
Scan 2024-02-14 1408-36.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-37.jpeg;1947-1948;Cavalleria Rusticana + Paljas;19/10/1947;;ned
Scan 2024-02-14 1408-38.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-39.jpeg;1947-1948;Traviata;21/10/1947;;ned
Scan 2024-02-14 1408-40.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-41.jpeg;1947-1948;Carmen;23/10/1947;;ned
Scan 2024-02-14 1408-42.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-43.jpeg;1947-1948;Don Giovanni;25/10/1947;;ned
Scan 2024-02-14 1408-44.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-45.jpeg;1947-1948;De Meesterzangers van Neurenberg;26/10/1947;;ned
Scan 2024-02-14 1408-46.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-47.jpeg;1947-1948;Traviata;26/10/1947;;ned
Scan 2024-02-14 1408-48.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-49.jpeg;1947-1948;De Zigeunerbaron;28/10/1947;;ned
Scan 2024-02-14 1408-50.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-51.jpeg;1947-1948;Don Giovanni;30/10/1947;;ned
Scan 2024-02-14 1408-52.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-53.jpeg;1947-1948;Traviata;01/11/1947;;ned
Scan 2024-02-14 1408-54.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-55.jpeg;1947-1948;Don Giovanni;02/11/1947;;ned
Scan 2024-02-14 1408-56.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-57.jpeg;1947-1948;Carmen;02/11/1947;;ned
Scan 2024-02-14 1408-58.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-59.jpeg;1947-1948;De Meesterzangers van Neurenberg;04/11/1947;;ned
Scan 2024-02-14 1408-60.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-61.jpeg;1947-1948;Faust;06/11/1947;;ned
Scan 2024-02-14 1408-62.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-63.jpeg;1947-1948;De Zigeunerbaron;08/11/1947;;ned
Scan 2024-02-14 1408-64.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-65.jpeg;1947-1948;De Verkochte Bruid;09/11/1947;;ned
Scan 2024-02-14 1408-66.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-67.jpeg;1947-1948;Don Giovanni;09/11/1947;;ned
Scan 2024-02-14 1408-68.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-69.jpeg;1947-1948;Carmen;11/11/1947;;ned
Scan 2024-02-14 1408-70.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-71.jpeg;1947-1948;Traviata;13/11/1947;;ned
Scan 2024-02-14 1408-72.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-73.jpeg;1947-1948;De Revisor;15/11/1947;;ned
Scan 2024-02-14 1408-74.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-75.jpeg;1947-1948;Cavalleria Rusticana + Paljas;16/11/1947;;ned
Scan 2024-02-14 1408-76.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-77.jpeg;1947-1948;De Zigeunerbaron;16/11/1947;;ned
Scan 2024-02-14 1408-78.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-79.jpeg;1947-1948;Don Giovanni;18/11/1947;;ned
Scan 2024-02-14 1408-80.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-81.jpeg;1947-1948;De Verkochte Bruid;20/11/1947;;ned
Scan 2024-02-14 1408-82.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-83.jpeg;1947-1948;Tannhauser;22/11/1947;;ned
Scan 2024-02-14 1408-84.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-85.jpeg;1947-1948;Madame Butterfly;23/11/1947;;ned
Scan 2024-02-14 1408-86.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-87.jpeg;1947-1948;Faust;23/11/1947;;ned
Scan 2024-02-14 1408-88.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-89.jpeg;1947-1948;Cavalleria Rusticana + Paljas;25/11/1947;;ned
Scan 2024-02-14 1408-90.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-91.jpeg;1947-1948;De Revisor;27/11/1947;;ned
Scan 2024-02-14 1408-92.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-93.jpeg;1947-1948;Faust;29/11/1947;;ned
Scan 2024-02-14 1408-94.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-95.jpeg;1947-1948;Tannhauser;30/11/1947;;ned
Scan 2024-02-14 1408-96.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-97.jpeg;1947-1948;Madame Butterfly;30/11/1947;;ned
Scan 2024-02-14 1408-98.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-99.jpeg;1947-1948;De Revisor;02/12/1947;;ned
Scan 2024-02-14 1408-100.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-101.jpeg;1947-1948;Tannhauser;04/12/1947;;ned
Scan 2024-02-14 1408-102.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1408-103.jpeg;1947-1948;Adriaen Brouwer;06/12/1947;;ned
Scan 2024-02-14 1427-1.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-2.jpeg;1947-1948;De Revisor;07/12/1947;;ned
Scan 2024-02-14 1427-3.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-4.jpeg;1947-1948;Tannhauser;07/12/1947;;ned
Scan 2024-02-14 1427-5.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-6.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-7.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-8.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-9.jpeg;1947-1948;Adriaen Brouwer;11/12/1947;;ned
Scan 2024-02-14 1427-10.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-11.jpeg;1947-1948;Madame Butterfly;13/12/1947;;ned
Scan 2024-02-14 1427-12.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-13.jpeg;1947-1948;Faust;14/12/1947;;ned
Scan 2024-02-14 1427-14.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-15.jpeg;1947-1948;Adriaen Brouwer;14/12/1947;;ned
Scan 2024-02-14 1427-16.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-17.jpeg;1947-1948;Bethlehem;16/12/1947;galavoorstelling;ned
Scan 2024-02-14 1427-18.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-19.jpeg;1947-1948;Rigoletto;18/12/1947;;ned
Scan 2024-02-14 1427-20.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-21.jpeg;1947-1948;De Verkochte Bruid;20/12/1947;;ned
Scan 2024-02-14 1427-22.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-23.jpeg;1947-1948;Adriaen Brouwer;21/12/1947;;ned
Scan 2024-02-14 1427-24.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-25.jpeg;1947-1948;Rigoletto;21/12/1947;;ned
Scan 2024-02-14 1427-26.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-27.jpeg;1947-1948;Madame Butterfly;23/12/1947;;ned
Scan 2024-02-14 1427-28.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-29.jpeg;1947-1948;Bethlehem;25/12/1947;;ned
Scan 2024-02-14 1427-30.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-31.jpeg;1947-1948;Bethlehem;27/12/1947;;ned
Scan 2024-02-14 1427-32.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-33.jpeg;1947-1948;Bethlehem;28/12/1947;;ned
Scan 2024-02-14 1427-34.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-35.jpeg;1947-1948;Bethlehem;28/12/1947;;ned
Scan 2024-02-14 1427-36.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-37.jpeg;1947-1948;Bethlehem;30/12/1947;;ned
Scan 2024-02-14 1427-38.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-39.jpeg;1947-1948;Boheme + Italiaans Capriccio;01/01/1948;;ned
Scan 2024-02-14 1427-40.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-41.jpeg;1947-1948;De Rozenkavalier;03/01/1948;;ned
Scan 2024-02-14 1427-42.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-43.jpeg;1947-1948;Traviata;04/01/1948;;ned
Scan 2024-02-14 1427-44.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-45.jpeg;1947-1948;Boheme + Italiaans Capriccio;04/01/1948;;ned
Scan 2024-02-14 1427-46.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-47.jpeg;1947-1948;Traviata;06/01/1948;;ned
Scan 2024-02-14 1427-48.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-49.jpeg;1947-1948;De Rozenkavalier;08/01/1948;;ned
Scan 2024-02-14 1427-50.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-51.jpeg;1947-1948;Rigoletto;10/01/1948;;ned
Scan 2024-02-14 1427-52.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-53.jpeg;1947-1948;Boheme + Italiaans Capriccio;11/01/1948;;ned
Scan 2024-02-14 1427-54.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-55.jpeg;1947-1948;De Verkochte Bruid;11/01/1948;;ned
Scan 2024-02-14 1427-56.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-57.jpeg;1947-1948;Tannhauser;13/01/1948;;ned
Scan 2024-02-14 1427-58.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-59.jpeg;1947-1948;Madame Butterfly;15/01/1948;;ned
Scan 2024-02-14 1427-60.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-61.jpeg;1947-1948;Don Giovanni;17/01/1948;;ned
Scan 2024-02-14 1427-62.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-63.jpeg;1947-1948;Rigoletto;18/01/1948;;ned
Scan 2024-02-14 1427-64.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-65.jpeg;1947-1948;De Rozenkavalier;18/01/1948;;ned
Scan 2024-02-14 1427-66.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-67.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-68.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-69.jpeg;1947-1948;Faust;20/01/1948;galavoorstelling;ned
Scan 2024-02-14 1427-70.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-71.jpeg;1947-1948;Don Giovanni;22/01/1948;;ned
Scan 2024-02-14 1427-72.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-73.jpeg;1947-1948;De Goochelaar van O.L. Vrouw + Ballet-Suite;24/01/1948;;ned
Scan 2024-02-14 1427-74.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-75.jpeg;1947-1948;De Rozenkavalier;25/01/1948;;ned
Scan 2024-02-14 1427-76.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-77.jpeg;1947-1948;Traviata;25/01/1948;;ned
Scan 2024-02-14 1427-78.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-79.jpeg;1947-1948;Rigoletto;27/01/1948;;ned
Scan 2024-02-14 1427-80.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-81.jpeg;1947-1948;de goochelaar van O.L. Vrouw + Ballet-Suite;29/01/1948;;ned
Scan 2024-02-14 1427-82.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-83.jpeg;1947-1948;Cavalleria Rusticana + Paljas;31/01/1948;;ned
Scan 2024-02-14 1427-84.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-85.jpeg;1947-1948;Don Giovanni;01/02/1948;;ned
Scan 2024-02-14 1427-86.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-87.jpeg;1947-1948;De Revisor;01/02/1948;;ned
Scan 2024-02-14 1427-88.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-89.jpeg;1947-1948;Boheme + Italiaans Capriccio;03/02/1948;;ned
Scan 2024-02-14 1427-90.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-91.jpeg;1947-1948;Cavalleria Rusticana + Paljas;05/02/1948;;ned
Scan 2024-02-14 1427-92.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-93.jpeg;1947-1948;Lohengrin;07/02/1948;;ned
Scan 2024-02-14 1427-94.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-95.jpeg;1947-1948;De Goochelaar van O.L. Vrouw + Ballet-Suite;08/02/1948;;ned
Scan 2024-02-14 1427-96.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-97.jpeg;1947-1948;Madame Butterfly;08/02/1948;;ned
Scan 2024-02-14 1427-98.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-99.jpeg;1947-1948;De Rozenkavalier;10/02/1948;;ned
Scan 2024-02-14 1427-100.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-101.jpeg;1947-1948;Lohengrin;12/02/1948;;ned
Scan 2024-02-14 1427-102.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-103.jpeg;1947-1948;Boheme + Italiaans Capriccio;14/02/1948;;ned
Scan 2024-02-14 1427-104.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-105.jpeg;1947-1948;Carmen;15/02/1948;;ned
Scan 2024-02-14 1427-106.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-107.jpeg;1947-1948;Bruiloft op Troldhaugen;15/02/1948;;ned
Scan 2024-02-14 1427-108.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-109.jpeg;1947-1948;De Goochelaar van O.L. Vrouw + Ballet Suite;17/02/1948;;ned
Scan 2024-02-14 1427-110.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-111.jpeg;1947-1948;De Toverfluit;19/02/1948;;ned
Scan 2024-02-14 1427-112.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-113.jpeg;1947-1948;Traviata;21/02/1948;;ned
Scan 2024-02-14 1427-114.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-115.jpeg;1947-1948;Lohengrin;22/02/1948;;ned
Scan 2024-02-14 1427-116.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-117.jpeg;1947-1948;De Goochelaar van O.L. Vrouw + Ballet Suite;22/02/1948;;ned
Scan 2024-02-14 1427-118.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-119.jpeg;1947-1948;Madame Butterfly;24/02/1948;;ned
Scan 2024-02-14 1427-120.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-121.jpeg;1947-1948;Traviata;26/02/1948;;ned
Scan 2024-02-14 1427-122.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-123.jpeg;1947-1948;De Vliegende Hollander;28/02/1948;;ned
Scan 2024-02-14 1427-124.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-125.jpeg;1947-1948;Bruiloft op Troldhaugen;29/02/1948;;ned
Scan 2024-02-14 1427-126.jpeg;1947-1948;;;;ned
Scan 2024-02-14 1427-127.jpeg;1947-1948;De Toverfluit;29/02/1948;;ned
Scan 2024-02-14 1427-128.jpeg;1947-1948;;;;ned
